,tokenId,priceETH,timestamp
545,5786,25,2021-07-31
546,8042,25,2021-08-21
547,5828,4,2021-06-18
548,4210,0.31,2021-05-04
549,1204,3,2021-06-16
550,3040,5.48,2021-07-15
551,7736,1.19,2021-06-01
552,1377,75,2022-01-02
553,695,15.98,2021-08-05
554,3002,8.91,2021-08-03
555,1602,36.5,2021-09-23
556,5884,0.58,2021-05-30
557,9510,8,2021-07-17
558,4986,37.5,2021-08-24
559,8929,9.99,2021-07-18
560,4052,0.2,2021-05-01
561,8257,9.999,2021-08-01
562,7671,40,2021-10-02
563,2285,0.4,2021-05-05
564,2219,0.38,2021-05-18
565,5441,8.5,2021-07-17
566,9171,0.4699,2021-05-03
567,6808,95,2022-01-19
568,8049,30.5,2021-10-22
569,5002,0.48,2021-05-02
570,5242,5.2,2021-06-23
571,7045,0.44,2021-05-03
572,3774,0.27,2021-05-01
573,8398,6,2021-07-18
574,4233,49.89,2021-11-23
575,1317,6.5,2021-07-15
576,1876,49.95,2021-10-02
577,5366,0.32,2021-05-14
578,1146,3.77,2021-05-04
579,2450,0.42,2021-05-04
580,6576,7.99,2021-06-20
581,4208,12,2021-08-04
582,7899,34,2021-08-24
583,5971,3.3,2021-06-17
584,7703,105,2022-02-15
585,2376,1.65,2021-05-30
586,3509,3,2021-06-09
587,3407,2,2021-06-07
588,9718,3.085,2021-06-21
589,4197,3.205,2021-06-21
590,7682,106.9,2022-01-30
591,1481,0.419,2021-05-21
592,2580,0.35,2021-05-25
593,5352,4.75,2021-07-11
594,2456,3,2021-06-09
595,9598,0.25,2021-05-01
596,5854,0.5,2021-05-03
597,4743,0.8,2021-05-08
598,773,21.997075719828150937,2021-08-21
599,8092,2.45,2021-06-17
600,3932,0.15,2021-05-01
601,3448,3.75,2021-06-17
602,7011,0.22600000000000006,2021-05-02
603,1057,17.8989,2021-08-09
604,5136,0.27,2021-05-01
605,5274,12.5,2021-07-18
606,3736,52.5,2021-12-09
607,8670,1.55,2021-06-08
608,5394,0.92,2021-05-02
609,3289,60,2021-12-24
610,2753,2.4,2021-06-13
611,3296,0.295,2021-05-11
612,4683,69,2022-01-07
613,9248,55,2021-12-17
614,7080,2.5,2021-06-07
615,251,1.05,2021-05-04
616,9251,31.5,2021-08-23
617,9754,41.73,2021-10-03
618,8524,2.15,2021-06-18
619,5665,0.48,2021-05-06
620,7844,1.1,2021-05-31
621,5533,10.5,2021-06-20
622,7743,11.02,2021-08-14
623,5955,4,2021-07-12
624,6824,0.32,2021-05-02
625,8035,0.55,2021-05-18
626,8953,3,2021-05-02
627,1280,2,2021-06-09
628,691,0.54,2021-05-03
629,8449,1.1500000000000001,2021-06-06
630,2863,125,2022-02-04
631,6455,2.25,2021-06-07
632,8687,41.825950410355178457,2021-09-10
633,7448,2,2021-06-08
634,5662,2.6,2021-06-15
635,5581,0.23,2021-05-02
636,9752,36.2,2021-09-01
637,8108,0.9,2021-05-07
638,3205,5,2021-07-14
639,8025,0.55,2021-05-03
640,4806,1.5,2021-06-02
641,489,5,2021-06-30
642,2541,5.5,2021-07-15
643,6193,0.18,2021-05-01
644,7530,0,2021-05-05
645,5723,3,2021-06-19
646,9917,50,2022-02-01
647,400,5,2021-06-18
648,7343,9,2021-07-30
649,1368,5.5,2021-07-31
650,3566,0.225,2021-05-01
651,8147,49.9,2021-09-06
652,6878,16.4,2021-08-20
653,8528,1.5,2021-06-12
654,8516,0.65,2021-05-28
655,6093,0.4999,2021-05-02
656,1198,26.9,2021-08-04
657,5749,1.1,2021-05-03
658,4021,1.01,2021-06-02
659,9678,74,2022-01-09
660,5833,40,2021-09-01
661,3451,0.57,2021-05-03
662,9543,0.9,2021-05-20
663,4886,0.45,2021-05-24
664,1158,43.6942,2021-08-25
665,5191,85,2022-01-01
666,3748,1.1897,2021-05-21
667,2594,2.92,2021-07-02
668,3491,49,2021-09-12
669,7666,0.64,2021-05-30
670,2759,70,2021-12-03
671,8369,0.58,2021-05-04
672,464,13.5,2021-08-03
673,6827,3,2021-06-29
674,5768,1.6619999999999997,2021-06-18
675,4833,4,2021-07-12
676,1599,66.88,2021-08-31
677,2245,0.499,2021-05-03
678,814,65,2021-08-28
679,2637,0.15,2021-05-01
680,8938,0.62,2021-05-30
681,8850,51.75,2021-08-28
682,839,0.11,2021-05-01
683,8991,0.66,2021-05-02
684,8612,14.88,2021-08-18
685,3850,166,2022-02-04
686,4316,1.485,2021-06-02
687,9303,47,2021-08-28
688,9641,6.1932,2021-07-24
689,4754,7.2,2021-07-27
690,2819,35,2021-09-14
691,7522,13.75,2021-08-10
692,5413,12,2021-08-04
693,2329,95,2022-01-23
694,4292,1.99,2021-06-09
695,3701,17.92,2021-08-20
696,7642,8.99,2021-08-02
697,7140,0.75,2021-05-09
698,11,20,2021-08-04
699,772,0.14,2021-05-01
700,2263,24,2021-08-04
701,2163,2.405,2021-06-21
702,3474,0.4,2021-05-28
703,6598,85,2022-01-10
704,2040,0.79,2021-05-31
705,4227,0.841,2021-06-01
706,3216,1.8,2021-06-06
707,1390,1.1,2021-06-01
708,8901,0.948418799685507121,2021-05-02
709,4038,0.42,2021-05-29
710,9660,7.69,2021-08-01
711,8834,9,2021-08-01
712,4660,0.345,2021-05-18
713,3584,0.8,2021-05-01
714,4066,5,2021-06-01
715,54,0.45,2021-05-04
716,844,3.29,2021-06-20
717,3469,3.6,2021-06-19
718,61,0.49,2021-05-02
719,4593,1.98,2021-06-07
720,3798,0.4,2021-05-05
721,7647,3,2021-05-04
722,5413,17.5,2021-08-20
723,1415,1.42,2021-06-13
724,2097,6.65,2021-07-31
725,4675,9.9,2021-08-04
726,3568,6.74,2021-07-22
727,8828,15,2021-08-04
728,5127,33.041,2021-09-20
729,5182,49,2021-08-29
730,1267,1.11,2021-06-02
731,7448,49,2021-12-01
732,2309,0.52,2021-05-01
733,2384,0.725,2021-05-30
734,3305,19,2021-08-20
735,6864,0.39,2021-05-06
736,3479,3.5,2021-06-20
737,6110,0.13,2021-05-01
738,9719,4,2021-06-21
739,1021,7.29,2021-07-28
740,6702,0.45,2021-05-04
741,5573,0.4,2021-05-01
742,4550,43.4,2021-10-05
743,4964,0.29,2021-05-01
744,4966,0.577164186831505795,2021-05-02
745,9857,28.88,2021-08-23
746,8069,2.8,2021-06-19
747,1193,0.06,2021-05-01
748,8597,19.9,2021-08-06
749,5262,3.4,2021-07-10
750,4015,1.5,2021-05-04
751,7845,36.66,2021-10-19
752,5283,1.49,2021-06-05
753,3274,45,2021-08-28
754,6860,0.75,2021-05-24
755,5169,1.6969,2021-06-06
756,6697,0.19,2021-05-01
757,9970,0.1699,2021-05-01
758,2346,0.5,2021-05-02
759,5933,6.99,2021-07-31
760,8878,42,2021-11-13
761,6840,0.26,2021-05-04
762,3227,0.25,2021-05-01
763,6896,0.34,2021-05-02
764,7873,42,2021-09-05
765,359,13.9,2021-08-12
766,2571,45,2021-08-24
767,1238,0.69,2021-05-02
768,6211,3.5,2021-06-24
769,7903,2.7,2021-06-07
770,7137,0.3,2021-05-04
771,2317,0.4,2021-05-27
772,1006,55,2021-11-19
773,6153,2.1999,2021-06-04
774,8969,4.07925,2021-06-20
775,6334,3.99,2021-07-09
776,4986,0.5,2021-05-26
777,4417,0.64,2021-05-03
778,3746,0.349630923694779101,2021-05-04
779,9461,0.89,2021-05-02
780,7186,0.25,2021-05-01
781,7335,0.12,2021-05-01
782,7815,1.5,2021-06-02
783,7356,9,2021-07-19
784,4879,1.2,2021-05-29
785,1046,2.51,2021-07-01
786,4863,122,2022-02-09
787,9892,5,2021-06-19
788,4960,99.9,2022-02-04
789,1620,2.751686559418785678,2021-05-06
790,5596,12,2021-06-20
791,8246,1.25,2021-06-01
792,8612,3.89,2021-06-20
793,3827,0.27,2021-05-01
794,2146,0.112,2021-05-01
795,4032,38.503260567940061049,2021-09-21
796,7296,2.98,2021-07-03
797,9731,0.71,2021-05-31
798,7883,5,2021-06-21
799,951,11.85,2021-08-04
800,1190,3.446999999999998,2021-06-21
801,3055,34.5,2021-09-04
802,7626,57,2021-11-18
803,3000,0.6,2021-05-01
804,3458,8,2021-07-17
805,9572,4.1,2021-05-08
806,3751,0.2,2021-05-01
807,3168,5,2021-06-21
808,4168,63,2021-08-28
809,1830,3.88,2021-07-11
