,tokenId,priceETH,timestamp
413,3124,5.381825215533122088,2021-08-29
414,1933,4.9,2021-09-26
415,1491,4.55,2021-09-22
416,6517,8.2,2021-09-01
417,868,6.89,2021-08-29
418,890,8,2021-12-05
419,7175,5.4,2021-08-29
420,3559,5.6789,2021-08-29
421,1037,10.69,2021-12-26
422,15314,8.249,2021-08-30
423,4319,4.7,2021-09-01
424,7417,3.347684339999998976,2021-09-18
425,8530,6.646,2021-08-29
426,6333,5,2021-09-15
427,6576,16,2021-08-30
428,6696,4,2021-11-07
429,23076,3.8,2021-09-21
430,14785,9.75,2021-08-29
431,5967,6.45,2021-08-29
432,20638,16.47,2022-01-17
433,4592,5.39,2021-08-29
434,9271,5.29,2021-09-22
435,9603,18.49,2022-01-05
436,2389,5.2,2021-11-13
437,6209,5.5,2021-08-29
438,23796,16.069759145341998188,2022-01-10
439,6812,3.120889999999999,2021-10-25
440,8664,6.4646,2021-12-01
441,3478,8,2021-08-30
442,8298,4.1,2021-10-07
443,1679,5.4,2021-09-27
444,7523,3.5047,2021-09-08
445,6779,6.3,2021-11-13
446,4373,10.69,2021-12-29
447,21053,15,2021-12-23
448,16718,13.5,2022-01-08
449,8017,7.25,2021-12-20
450,2503,6.48,2021-11-30
451,2362,3.89,2021-10-22
452,26274,6.789,2021-11-29
453,6278,11.39,2021-12-30
454,8707,3.84,2021-10-18
455,16096,4.0999,2021-11-03
456,10144,7.95,2021-08-30
457,9413,7.2,2021-12-22
458,24120,7.3,2021-12-22
459,5219,18,2022-01-20
460,28082,11,2021-12-27
461,9249,5,2021-08-29
462,1354,20,2021-12-31
463,9046,6.5,2021-11-23
464,3586,14.5,2021-12-27
465,3287,5.95,2021-08-31
466,19254,5.9,2021-08-29
467,8785,6.45,2021-08-29
468,22718,6,2021-11-27
469,17455,4.4,2021-10-01
470,8131,4.7,2021-11-13
471,4681,5.9,2021-08-29
472,1367,17.69,2022-01-07
473,9212,5,2021-10-21
474,17432,3.9696,2021-10-31
475,2136,5,2021-11-05
476,13970,11.4,2021-12-30
477,7061,6,2021-08-29
478,9578,5.2,2021-08-29
479,19262,4,2021-10-28
480,9170,4.29,2021-10-08
481,6367,5.95,2021-08-29
482,8178,25,2022-01-30
483,8560,7.4,2021-11-17
484,19912,4.5,2021-09-16
485,16544,7.45,2021-09-01
486,21610,6,2021-11-14
487,24570,6.69,2021-12-04
488,7621,23,2022-01-20
489,28582,3.3948,2021-11-04
490,15510,12,2021-08-31
491,7241,5,2021-10-06
492,9747,5.864,2021-09-01
493,7617,12.69,2021-08-30
494,24647,15,2021-08-29
495,1110,4.1,2021-10-31
496,7066,6.9,2021-08-30
497,26306,4.15,2021-11-04
498,5362,29,2022-01-26
499,21006,20.49,2022-01-29
500,7927,3.53,2021-09-02
501,2756,5.795,2021-08-29
502,8631,6.678,2021-11-29
503,16756,14.523175,2022-01-17
504,8414,4.4,2021-09-09
505,3579,11,2021-12-25
506,6955,4.09,2021-11-11
507,9177,7.39,2021-08-30
508,3787,6.66,2021-11-13
509,489,3.70225,2021-09-13
510,6964,6.5,2021-08-29
511,2948,5.98,2021-08-31
512,7366,32.69,2022-01-31
513,6813,4.9,2021-08-29
514,17333,18,2021-09-28
515,1107,4.1,2021-09-08
516,8319,5.9,2021-08-29
517,3350,9,2021-08-30
518,6989,10.75,2021-12-27
519,13548,5.9,2021-11-22
520,7319,5.6,2021-09-02
521,2457,6.9,2021-11-20
522,7284,7.19,2021-09-06
523,25922,8.2,2021-12-24
524,4630,9.5,2021-08-29
525,2230,9.5,2021-11-21
526,17080,4.75,2021-11-13
527,19926,8.99,2021-08-29
528,29846,19.99,2022-02-07
529,8800,19,2021-08-29
530,5662,10,2021-08-29
531,19950,4.2,2021-11-05
532,3448,9.99,2021-12-07
533,3528,14,2021-09-01
